chromosome1	x1	x2	chromosome2	y1	y2	color	observed	loopId	FDR	EnrichmentScore	P2LL	distance	counts_X	counts_Y	density	-log10(binomal_p-value)	-log10(poisson_p-value)	-log10(hypergeometric_p-value)	-log10(poisson_p-value_peak_x)	-log10(poisson_p-value_peak_y)
chr19	46529238	46529670	chr19	46661822	46663467	"0,255,255"	6	chr19-chr19-10956	0.0	6.0	6.0	133190.5	83	345	0.16992833688461423	300.0	300.0	10.47410214345231	19.17071883622556	255.91959150106916
chr19	44985880	44989855	chr19	45059045	45060223	"0,255,255"	10	chr19-chr19-10957	0.0	10.0	10.0	71766.5	174	285	0.11415394129935436	300.0	300.0	16.89089229602669	62.99304806634454	179.9898292808504
chr19	46529429	46531044	chr19	46542336	46543178	"0,255,255"	8	chr19-chr19-10958	0.0	8.0	8.0	12520.5	262	171	0.19152959202786257	300.0	300.0	13.198639640022051	167.63417696475176	125.82558499585349
chr19	11964014	11964887	chr19	12139948	12141156	"0,255,255"	9	chr19-chr19-10959	0.0	9.0	9.0	176101.5	191	186	0.2544025629812665	300.0	300.0	16.157739809239498	143.6355033334291	64.77630583862512
chr19	17079018	17080495	chr19	17125413	17126832	"0,255,255"	6	chr19-chr19-10960	0.0	6.0	6.0	46366.0	147	149	0.12187194603223196	300.0	300.0	11.158003389666563	37.50674704837173	68.32026229505755
chr19	6516932	6518659	chr19	6736301	6738587	"0,255,255"	11	chr19-chr19-10961	0.0	11.0	11.0	219648.5	557	402	0.1612406642081062	300.0	300.0	11.793220125437507	300.0	212.99127401753637
chr19	39212479	39212893	chr19	39411952	39412887	"0,255,255"	9	chr19-chr19-10962	0.0	9.0	9.0	199733.5	86	376	0.3924475415596854	300.0	300.0	16.58397771474111	61.70642778657938	206.47496417845247
chr19	7679270	7681097	chr19	7852902	7853641	"0,255,255"	8	chr19-chr19-10963	0.0	8.0	8.0	173088.0	595	241	0.18339368963852626	300.0	300.0	9.181487745245057	300.0	180.6668865221008
chr19	42566980	42567731	chr19	42594073	42599860	"0,255,255"	11	chr19-chr19-10964	0.0	11.0	11.0	29611.0	62	145	0.09896891793623895	300.0	300.0	27.466000283275637	32.62998857794789	26.8175944355256
chr19	42113915	42114823	chr19	42132380	42133321	"0,255,255"	9	chr19-chr19-10965	0.0	9.0	9.0	18481.5	59	369	0.2863232739664769	300.0	300.0	18.2137887452888	13.351077647917492	199.36997529533048
chr19	41326191	41329274	chr19	41351378	41355870	"0,255,255"	20	chr19-chr19-10966	0.0	20.0	20.0	25891.5	134	285	0.15530963947605886	300.0	300.0	41.84864246971113	40.668471211251045	140.7236948423791
chr19	7681417	7682044	chr19	7693999	7694913	"0,255,255"	7	chr19-chr19-10967	0.0	7.0	7.0	12725.5	139	44	0.26720615292725575	300.0	300.0	17.432198967184597	11.448044621906993	5.150141796361037
chr19	50419066	50419870	chr19	50430815	50432121	"0,255,255"	8	chr19-chr19-10968	0.0	8.0	8.0	12000.0	57	57	0.2230275865461888	300.0	300.0	22.61312073372337	13.399861647014824	15.71285376882497
chr19	7239045	7239680	chr19	7293890	7294821	"0,255,255"	7	chr19-chr19-10969	0.0	7.0	7.0	54993.0	40	143	0.26294040974514754	300.0	300.0	17.656663935986114	10.336661651508475	47.67929961521472
chr19	18111148	18113877	chr19	18167872	18168362	"0,255,255"	6	chr19-chr19-10970	0.0	6.0	6.0	55604.5	239	125	0.10964310522191481	300.0	300.0	10.345925783017007	101.28125752004712	56.88990079406935
chr19	10716442	10718330	chr19	10759115	10760958	"0,255,255"	14	chr19-chr19-10971	0.0	14.0	14.0	42650.5	291	108	0.22072617617845142	300.0	300.0	28.411701561269062	214.90344879295674	50.8867513422021
chr19	13154043	13155959	chr19	13167480	13168654	"0,255,255"	9	chr19-chr19-10972	0.0	9.0	9.0	13066.0	159	88	0.17133065811133194	300.0	300.0	19.89944151609763	21.167877183183183	19.77958993158107
chr19	47013124	47013687	chr19	47121775	47125635	"0,255,255"	14	chr19-chr19-10973	0.0	14.0	14.0	110299.5	195	353	0.18619248548989423	300.0	300.0	23.473703782337186	148.83052757110727	165.76157016867447
chr19	3761016	3762859	chr19	3821965	3823747	"0,255,255"	8	chr19-chr19-10974	0.0	8.0	8.0	60918.5	83	151	0.12981743658274716	300.0	300.0	17.715303299195313	31.460109414828754	82.83212433500998
chr19	39212152	39213211	chr19	39327349	39329600	"0,255,255"	7	chr19-chr19-10975	0.0	7.0	7.0	115793.0	112	211	0.12440020593984927	300.0	300.0	13.177075872705117	78.26200679669628	101.11640755003589
chr19	14217575	14220411	chr19	14347781	14348727	"0,255,255"	8	chr19-chr19-10976	0.0	8.0	8.0	129261.0	54	260	0.12442839968600168	300.0	300.0	17.372062762586182	6.649666878266301	142.55902176117957
chr19	6125689	6129079	chr19	6298958	6300137	"0,255,255"	10	chr19-chr19-10977	0.0	10.0	10.0	172163.5	440	169	0.12874485872522937	300.0	300.0	15.12833502327896	300.0	111.45938929846022
chr19	13880055	13881408	chr19	14114585	14115232	"0,255,255"	6	chr19-chr19-10978	0.0	6.0	6.0	234177.0	535	75	0.17647057785467188	300.0	300.0	9.604617349186022	300.0	34.7655838664466
chr19	4266128	4268694	chr19	4351887	4353426	"0,255,255"	9	chr19-chr19-10979	0.0	9.0	9.0	85245.5	339	91	0.12896753558197702	300.0	300.0	16.760996162419996	257.55898169447414	34.89185680490851
chr19	2273036	2275819	chr19	2313905	2316953	"0,255,255"	13	chr19-chr19-10980	0.0	13.0	13.0	41001.5	349	270	0.13114488721835788	300.0	300.0	19.610136936669857	156.32165076794684	109.89289799178944
chr19	58475679	58477050	chr19	58519083	58519646	"0,255,255"	9	chr19-chr19-10981	0.0	9.0	9.0	43000.0	100	224	0.2737392624426141	300.0	300.0	18.01391474034183	47.30270093854131	115.99829811548395
chr19	11293683	11294690	chr19	11446273	11446940	"0,255,255"	5	chr19-chr19-10982	0.0	5.0	5.0	152420.0	300	69	0.17569750881588203	300.0	300.0	9.124825757859645	205.44667518708502	28.48997013417775
chr19	14004188	14008091	chr19	14030859	14032454	"0,255,255"	9	chr19-chr19-10983	0.0	9.0	9.0	25517.0	149	221	0.09629169399127241	300.0	300.0	16.462691694709886	24.80660752588119	136.9308789832673
chr19	43555291	43555774	chr19	43594613	43595550	"0,255,255"	5	chr19-chr19-10984	0.0	5.0	5.0	39549.0	64	199	0.2071250913787229	300.0	300.0	10.186818868350265	29.374026000488403	120.79236690359264
chr19	6738310	6740564	chr19	6766259	6769475	"0,255,255"	9	chr19-chr19-10985	0.0	9.0	9.0	28430.0	299	211	0.09678459480146538	300.0	300.0	13.892759432577861	105.95667722120628	43.05398546476918
chr19	770049	771023	chr19	919962	921925	"0,255,255"	11	chr19-chr19-10986	0.0	11.0	11.0	150407.5	225	320	0.2203128312792408	300.0	300.0	17.178495476056806	167.40444078816364	73.38915737494295
chr19	52137553	52140390	chr19	52236381	52239659	"0,255,255"	10	chr19-chr19-10987	0.0	10.0	10.0	99048.5	264	205	0.09619546353484432	300.0	300.0	16.50269712644424	169.38734992753544	100.48247445045321
chr19	12775565	12775853	chr19	12791892	12794697	"0,255,255"	8	chr19-chr19-10988	0.0	8.0	8.0	17585.5	131	219	0.15214620356044564	300.0	300.0	14.767362362764654	90.72149966591867	23.668116728286176
chr19	46613909	46614568	chr19	46633662	46638974	"0,255,255"	13	chr19-chr19-10989	0.0	13.0	13.0	22079.5	205	460	0.12806997778768128	300.0	300.0	19.62286696990653	101.31647045533411	106.4019457368049
chr19	38402877	38403524	chr19	38513770	38515660	"0,255,255"	6	chr19-chr19-10990	0.0	6.0	6.0	111514.5	317	276	0.13911752294416388	300.0	300.0	7.5511134053849895	288.74976001844567	189.0827971743538
chr19	13277170	13278123	chr19	13861881	13862239	"0,255,255"	5	chr19-chr19-10991	0.0	5.0	5.0	584413.5	347	155	0.22434601812188137	300.0	300.0	7.036360080307163	282.0739439378418	41.011155421581826
chr19	40425092	40426435	chr19	40443236	40444478	"0,255,255"	8	chr19-chr19-10992	0.0	8.0	8.0	18093.5	135	123	0.18204572828334947	300.0	300.0	16.70047358073809	39.373545285834055	39.133393731488965
chr19	7149063	7149502	chr19	7324129	7326286	"0,255,255"	6	chr19-chr19-10993	0.0	6.0	6.0	175925.0	183	85	0.13595576105906926	300.0	300.0	12.070446142632704	123.09355183686692	10.866093372708194
chr19	46488171	46490132	chr19	46513561	46515215	"0,255,255"	9	chr19-chr19-10994	0.0	9.0	9.0	25236.5	174	233	0.1464486123275285	300.0	300.0	15.635975378706123	51.075416037230255	112.96695304342069
chr19	13950623	13953085	chr19	14031917	14032800	"0,255,255"	7	chr19-chr19-10995	0.0	7.0	7.0	80504.5	89	197	0.12309855953988075	300.0	300.0	14.10537478289151	17.607805468161473	138.19405051199837
chr19	40751196	40751873	chr19	40776466	40777486	"0,255,255"	5	chr19-chr19-10996	0.0	5.0	5.0	25441.5	58	68	0.173316222603292	300.0	300.0	12.777254095156621	12.65430582207453	19.091278199027375
chr19	16342057	16343365	chr19	16366148	16368628	"0,255,255"	9	chr19-chr19-10997	0.0	9.0	9.0	24677.0	90	190	0.13976022533368945	300.0	300.0	19.09674631519834	27.33462723919914	42.165713593195505
chr19	18450711	18451541	chr19	18461914	18462328	"0,255,255"	6	chr19-chr19-10998	0.0	6.0	6.0	10995.0	183	53	0.28371475539336316	300.0	300.0	13.346211991910806	124.47790926353213	24.452208795791858
chr19	19531668	19532778	chr19	19553049	19555908	"0,255,255"	7	chr19-chr19-10999	0.0	7.0	7.0	22255.5	293	162	0.10374519568175888	300.0	300.0	11.03569977695703	212.30240474602337	55.3283528136385
chr19	6738108	6738794	chr19	6753338	6753811	"0,255,255"	5	chr19-chr19-11000	0.0	5.0	5.0	15123.5	219	122	0.2537684467280298	300.0	300.0	8.552140509895708	74.0973397262245	80.68121734308623
chr19	18251886	18252396	chr19	18328177	18329022	"0,255,255"	6	chr19-chr19-11001	0.0	6.0	6.0	76458.5	281	147	0.26047317764527217	300.0	300.0	9.497556693749011	229.27316072711872	106.83224690737141
chr19	49097546	49098000	chr19	49145763	49146518	"0,255,255"	7	chr19-chr19-11002	0.0	7.0	7.0	48367.5	65	144	0.34058286324309434	300.0	300.0	16.065404991277134	24.592173829561037	94.50541316494797
chr19	10505500	10510845	chr19	10564192	10572496	"0,255,255"	21	chr19-chr19-11003	0.0	21.0	10.5	60171.5	195	387	0.09050436258939873	14.791886633051195	20.122477479311453	37.891691245169234	46.154485107783756	52.01138791007361
chr19	45137286	45137696	chr19	45187555	45188470	"0,255,255"	5	chr19-chr19-11004	0.0	5.0	5.0	50521.5	48	135	0.2219755696285181	300.0	300.0	11.684425700813303	19.889487336466978	67.05966684596419
chr19	923823	927533	chr19	954678	956974	"0,255,255"	10	chr19-chr19-11005	0.0	10.0	10.0	30148.0	295	96	0.09794126865061155	300.0	300.0	19.401774763828953	38.112751658229186	10.463955580863155
chr19	17109911	17110705	chr19	17125275	17125943	"0,255,255"	5	chr19-chr19-11006	0.0	5.0	5.0	15301.0	73	97	0.20117484935553112	300.0	300.0	11.472558569153154	28.530932246576032	40.76152535994681
chr19	39391541	39392176	chr19	39411735	39411967	"0,255,255"	5	chr19-chr19-11007	0.0	5.0	5.0	19992.5	31	168	0.339236020481876	300.0	300.0	12.205497501555573	7.481216044749412	49.95747830489335
chr19	2017621	2020576	chr19	2095412	2097208	"0,255,255"	11	chr19-chr19-11008	0.0	11.0	11.0	77211.5	432	156	0.13619422973418865	300.0	300.0	17.519581026387552	276.1768983510786	38.572417147638674
chr19	7148517	7150088	chr19	7293078	7297474	"0,255,255"	9	chr19-chr19-11009	0.0	9.0	9.0	145973.5	253	361	0.08872326689525988	300.0	300.0	12.445903521147418	177.69729939738565	188.11861405689447
chr19	52138777	52140175	chr19	52189250	52190251	"0,255,255"	6	chr19-chr19-11010	0.0	6.0	6.0	50274.5	237	56	0.1471201149267794	300.0	300.0	12.515996934380459	209.61874319429123	23.111370138319664
chr19	2473774	2477223	chr19	2634923	2638740	"0,255,255"	11	chr19-chr19-11011	0.0	11.0	11.0	161333.0	637	497	0.08905295698694334	300.0	300.0	10.192521674027848	300.0	156.66014828395132
chr19	2961766	2963243	chr19	3072010	3076316	"0,255,255"	12	chr19-chr19-11012	0.0	12.0	12.0	111658.5	353	337	0.12206161359479294	300.0	300.0	16.51048486564651	257.33713540695175	163.1655352116925
chr19	4267194	4267950	chr19	4400360	4401171	"0,255,255"	6	chr19-chr19-11013	0.0	6.0	6.0	133193.5	231	111	0.2252336666939016	300.0	300.0	10.748908883336059	159.11176364101786	50.02880026249655
chr19	19385301	19386823	chr19	19489268	19491227	"0,255,255"	9	chr19-chr19-11014	0.0	9.0	9.0	104185.5	143	451	0.1520861055915012	300.0	300.0	13.825776503234971	92.8792573735202	300.0
chr19	45485196	45486342	chr19	45643027	45643523	"0,255,255"	5	chr19-chr19-11015	0.0	5.0	5.0	157506.0	142	276	0.1791215771971903	300.0	300.0	7.719484039722765	84.52531400500436	145.02460843749887
chr19	50928950	50931076	chr19	51094686	51097608	"0,255,255"	11	chr19-chr19-11016	0.0	11.0	11.0	166134.0	89	154	0.12818121740632532	300.0	300.0	25.315165488468278	6.808729072043522	66.07276189045706
chr19	16324948	16325925	chr19	16367473	16367866	"0,255,255"	6	chr19-chr19-11017	0.0	6.0	6.0	42233.0	98	46	0.257621281539667	300.0	300.0	15.391293694104371	22.692321006375387	6.342926985949474
chr19	45478918	45479538	chr19	45485355	45486198	"0,255,255"	5	chr19-chr19-11018	0.0	5.0	5.0	6548.5	306	129	0.20103734091441317	300.0	300.0	7.705649210326175	175.11420295921687	86.26715294822013
chr19	12563986	12564468	chr19	12639023	12640435	"0,255,255"	5	chr19-chr19-11019	0.0	5.0	5.0	75502.0	265	108	0.15528913925965496	300.0	300.0	8.40530329606554	218.5615694143304	52.491951168737074
chr19	45668933	45670013	chr19	45681577	45681866	"0,255,255"	5	chr19-chr19-11020	0.0	5.0	5.0	12248.5	35	80	0.21484121969158987	300.0	300.0	13.563259379835165	7.030778923384614	52.91828280004129
chr19	45506540	45508158	chr19	45523531	45524427	"0,255,255"	8	chr19-chr19-11021	0.0	8.0	8.0	16630.0	110	253	0.1871870356453693	300.0	300.0	14.883124014862693	30.541972382431247	196.36812813587335
chr19	45401748	45405826	chr19	45478124	45479721	"0,255,255"	13	chr19-chr19-11022	0.0	13.0	13.0	75135.5	204	532	0.134749927289911	300.0	300.0	18.830727803141073	73.87106314493423	300.0
chr19	55301742	55303417	chr19	55383450	55384246	"0,255,255"	6	chr19-chr19-11023	0.0	6.0	6.0	81268.5	162	137	0.14283332889896552	300.0	300.0	11.12353841419646	95.26850025494846	75.97792492881678
chr19	29858039	29859097	chr19	29873285	29873909	"0,255,255"	5	chr19-chr19-11024	0.0	5.0	5.0	15029.0	103	450	0.17486184884529518	300.0	300.0	7.365570920104304	49.819808673481546	300.0
chr19	7101881	7104819	chr19	7341111	7341449	"0,255,255"	6	chr19-chr19-11025	0.0	6.0	6.0	237930.0	291	239	0.10773539551567271	300.0	300.0	8.141920620539324	182.83053552552707	159.75139726110825
chr19	55301933	55302526	chr19	55416857	55418362	"0,255,255"	5	chr19-chr19-11026	0.0	5.0	5.0	115380.0	105	171	0.14018952800657125	300.0	300.0	9.42081230030008	59.211560802028906	90.82927181024633
chr19	6668993	6672156	chr19	6736052	6737271	"0,255,255"	9	chr19-chr19-11027	0.0	9.0	9.0	66087.0	249	222	0.12081509209585022	300.0	300.0	14.410596917251537	83.52057854693838	63.8501191564857
chr19	45248714	45250253	chr19	45338343	45339687	"0,255,255"	6	chr19-chr19-11028	0.0	6.0	6.0	89531.5	196	235	0.12242149001364683	300.0	300.0	9.21049208075017	123.27774223127936	170.5742184125626
chr19	29730528	29731446	chr19	29815346	29815902	"0,255,255"	5	chr19-chr19-11029	0.0	5.0	5.0	84637.0	187	62	0.1995370622508728	300.0	300.0	10.393777139810547	121.1132890518366	29.17636807523283
chr19	664307	665095	chr19	680305	680490	"0,255,255"	5	chr19-chr19-11030	0.0	5.0	5.0	15696.5	188	32	0.3022791672741896	300.0	300.0	11.885170953580275	81.5519380521401	16.144808651293285
chr19	12982848	12983981	chr19	13093910	13094061	"0,255,255"	5	chr19-chr19-11031	0.0	5.0	5.0	110571.0	131	135	0.22906357457771534	300.0	300.0	9.452041246017936	17.413325683637204	66.78835778374497
chr19	7147748	7149487	chr19	7337014	7338616	"0,255,255"	6	chr19-chr19-11032	0.02	6.0	6.0	189197.5	224	175	0.1056393761476635	300.0	300.0	9.631298904362284	130.16494006645286	28.52677837487408
chr19	5803460	5806156	chr19	6021402	6022560	"0,255,255"	8	chr19-chr19-11033	0.0	8.0	8.0	217173.0	222	190	0.12210384214127097	300.0	300.0	13.40753081259482	120.27113930998277	122.94010480761987
chr19	16588572	16589006	chr19	16627329	16628472	"0,255,255"	5	chr19-chr19-11034	0.0	5.0	5.0	39111.5	42	108	0.18650452108927487	300.0	300.0	12.479780725513102	6.44364037904172	34.180043971699654
chr19	10086053	10087324	chr19	10112986	10113822	"0,255,255"	6	chr19-chr19-11035	0.0	6.0	6.0	26715.5	67	143	0.16750885415725855	300.0	300.0	13.360933226401432	26.988655005783844	60.55975131266431
chr19	47093050	47093944	chr19	47125334	47125498	"0,255,255"	5	chr19-chr19-11036	0.0	5.0	5.0	31919.0	49	135	0.27799397897711386	300.0	300.0	11.63777474234523	20.443374687161285	71.34349754714324
chr19	13061522	13061794	chr19	13093233	13094043	"0,255,255"	6	chr19-chr19-11037	0.0	6.0	6.0	31980.0	101	252	0.32619330472212915	300.0	300.0	10.771634754351451	49.96224331489106	148.28395537405288
chr19	32464463	32464757	chr19	32570315	32570855	"0,255,255"	5	chr19-chr19-11038	0.0	5.0	5.0	105975.0	23	110	0.35265902848655456	300.0	300.0	13.840605964155186	9.075347815971753	80.67324439925696
chr19	58519010	58520374	chr19	58554292	58555228	"0,255,255"	6	chr19-chr19-11039	0.0	6.0	6.0	35068.0	423	41	0.15345267639536686	300.0	300.0	11.855036453249188	300.0	8.788004066527998
chr19	45693146	45694044	chr19	45730416	45730831	"0,255,255"	5	chr19-chr19-11040	0.0	5.0	5.0	37028.5	105	41	0.22400428770585412	300.0	300.0	12.597032863642875	43.967017895230384	16.434919123263175
chr19	2236070	2236983	chr19	2328276	2329248	"0,255,255"	6	chr19-chr19-11041	0.0	6.0	6.0	92235.5	428	54	0.18723668737896224	300.0	300.0	11.069161859616948	300.0	13.565893125240327
chr19	2681461	2681829	chr19	2698631	2699609	"0,255,255"	6	chr19-chr19-11042	0.0	6.0	6.0	17475.0	42	79	0.26221482593561946	300.0	300.0	16.220590143366614	16.237357322775843	20.090701379256398
chr19	43744736	43746013	chr19	43809769	43810004	"0,255,255"	5	chr19-chr19-11043	0.0	5.0	5.0	64512.0	242	84	0.19452224190329795	300.0	300.0	9.155895907971223	141.47528298432005	39.491839908193846
chr19	35205257	35205769	chr19	35247896	35248965	"0,255,255"	5	chr19-chr19-11044	0.0	5.0	5.0	42917.5	44	93	0.18603265639328684	300.0	300.0	12.704829604532973	19.314517199823285	38.53197025725457
chr19	7853255	7854981	chr19	7924550	7925470	"0,255,255"	7	chr19-chr19-11045	0.0	7.0	7.0	70892.0	232	104	0.15561779352263835	300.0	300.0	13.116768959407592	121.07535654194014	44.043548081242875
chr19	11922154	11925692	chr19	11986079	11989298	"0,255,255"	14	chr19-chr19-11046	0.0	14.0	14.0	63765.5	359	217	0.12187795816513278	300.0	300.0	22.7047730941652	242.13470312043904	112.41974706581391
chr19	7651085	7653076	chr19	7799641	7800342	"0,255,255"	6	chr19-chr19-11047	0.0	6.0	6.0	147911.0	179	252	0.13110741296780973	300.0	300.0	9.265539756178663	103.14461422102278	172.7172898521646
chr19	13194393	13197344	chr19	13276538	13277743	"0,255,255"	9	chr19-chr19-11048	0.0	9.0	9.0	81272.0	388	301	0.12738492145428673	300.0	300.0	11.490860810138837	215.03682299160866	197.3691751528475
chr19	13153426	13157044	chr19	13193627	13196732	"0,255,255"	14	chr19-chr19-11049	0.0	14.0	14.0	39944.5	272	419	0.12249432743147437	300.0	300.0	20.36461695039286	60.99592194963526	244.16741387481454
chr19	42132432	42133372	chr19	42198617	42200226	"0,255,255"	7	chr19-chr19-11050	0.0	7.0	7.0	66519.5	399	103	0.1615396946492354	300.0	300.0	11.493736767002515	237.8323496154928	35.50048935382411
chr19	51422031	51422382	chr19	51438061	51439255	"0,255,255"	5	chr19-chr19-11051	0.0	5.0	5.0	16451.5	92	236	0.19036739790147994	300.0	300.0	9.009653154810639	67.35185270426832	162.60169926728454
chr19	6217872	6219212	chr19	6299245	6300154	"0,255,255"	6	chr19-chr19-11052	0.0	6.0	6.0	81157.5	237	164	0.15693248364132673	300.0	300.0	9.65414194004147	154.98249779947247	113.00686635758184
chr19	12091438	12094352	chr19	12140413	12141485	"0,255,255"	10	chr19-chr19-11053	0.0	10.0	10.0	48054.0	86	317	0.14757532852874383	300.0	300.0	19.586986633771616	20.51080439070861	230.20774949548434
chr19	7807705	7808537	chr19	7852942	7853510	"0,255,255"	5	chr19-chr19-11054	0.0	5.0	5.0	45105.0	71	206	0.21008402125556178	300.0	300.0	9.879893453684378	37.731245938383395	141.1860949647115
chr19	7149191	7150074	chr19	7197013	7198728	"0,255,255"	6	chr19-chr19-11055	0.0	6.0	6.0	48238.0	220	175	0.13585109919528246	300.0	300.0	9.67829449191217	146.42771824309054	109.25869337299157
chr19	45478283	45479220	chr19	45642215	45643338	"0,255,255"	7	chr19-chr19-11056	0.0	7.0	7.0	164025.0	465	361	0.19988576779655393	300.0	300.0	7.2401402959911545	300.0	221.9216578805398
chr19	44799481	44800743	chr19	44844435	44845915	"0,255,255"	7	chr19-chr19-11057	0.0	7.0	7.0	45063.0	88	309	0.15016946814766632	300.0	300.0	12.762048585481969	43.103302411778245	299.5435975194823
chr19	14014083	14016067	chr19	14031256	14032189	"0,255,255"	7	chr19-chr19-11058	0.0	7.0	7.0	16647.5	86	121	0.14116032967463182	300.0	300.0	15.720182149165039	17.562393540725786	44.58453330209793
chr19	41261860	41265911	chr19	41306808	41310603	"0,255,255"	16	chr19-chr19-11059	0.0	16.0	16.0	44820.0	318	393	0.11995620892491929	300.0	300.0	23.47003791765861	182.6458486458713	196.7683328621759
chr19	16247577	16250573	chr19	16370131	16372587	"0,255,255"	11	chr19-chr19-11060	0.0	11.0	11.0	122284.0	531	211	0.11868282932265777	300.0	300.0	15.07271845896858	300.0	29.293985092421163
chr19	51338393	51340486	chr19	51393099	51398323	"0,255,255"	20	chr19-chr19-11061	0.0	20.0	20.0	56271.5	352	230	0.1607859121267112	300.0	300.0	35.01817031413047	291.6229197716239	56.22711499984313
chr19	7799712	7801327	chr19	7807537	7808324	"0,255,255"	7	chr19-chr19-11062	0.0	7.0	7.0	7411.0	253	80	0.1714257625565783	300.0	300.0	13.672376136586976	113.0912928710735	50.430980700825124
chr19	1605573	1607441	chr19	1650805	1653343	"0,255,255"	11	chr19-chr19-11063	0.0	11.0	11.0	45567.0	195	225	0.14685855321541766	300.0	300.0	19.573117281593625	116.47670310650982	67.33816752460257
chr19	51338499	51340322	chr19	51407763	51409221	"0,255,255"	10	chr19-chr19-11064	0.0	10.0	10.0	69081.5	334	109	0.17928535797487746	300.0	300.0	18.283053200613693	263.8121190451263	61.37369456258536
chr19	2274197	2275354	chr19	2389707	2391897	"0,255,255"	6	chr19-chr19-11065	0.0	6.0	6.0	116026.5	134	277	0.10545000170580932	300.0	300.0	9.777958422632432	23.435658230866665	176.3538705027924
chr19	12983495	12984199	chr19	13030099	13031263	"0,255,255"	5	chr19-chr19-11066	0.0	5.0	5.0	46834.0	127	53	0.1574505512621983	300.0	300.0	11.595085840608574	71.89429552798715	6.082977091872962
chr19	9586655	9587498	chr19	9793606	9798356	"0,255,255"	8	chr19-chr19-11067	0.0	8.0	8.0	208904.5	85	290	0.08413878197969933	300.0	300.0	15.33027715652754	44.35811065424198	138.99977668143916
chr19	45092759	45095610	chr19	45124753	45126635	"0,255,255"	9	chr19-chr19-11068	0.0	9.0	9.0	31509.5	216	178	0.11185542648722073	300.0	300.0	15.845071658144596	91.61319421177544	65.41344033294409
chr19	16283267	16284702	chr19	16382601	16384053	"0,255,255"	6	chr19-chr19-11069	0.0	6.0	6.0	99342.5	83	326	0.12225187243136258	300.0	300.0	10.621753919508174	36.79066016943233	164.63298549149144
chr19	47256190	47257566	chr19	47273563	47274349	"0,255,255"	6	chr19-chr19-11070	0.0	6.0	6.0	17078.0	30	40	0.1632475280801775	300.0	300.0	19.025291808840255	5.074508817710177	17.274698591821224
chr19	36137528	36141476	chr19	36170566	36170941	"0,255,255"	6	chr19-chr19-11071	0.0	6.0	6.0	31251.5	99	191	0.08164264531791436	300.0	300.0	11.551197345257716	8.195717160262063	163.75544206118403
chr19	11380742	11381226	chr19	11481700	11483796	"0,255,255"	6	chr19-chr19-11072	0.0	6.0	6.0	101764.0	112	326	0.13679889756176117	300.0	300.0	9.82655897605055	44.78350230925769	237.12300387842993
chr19	1064509	1066430	chr19	1087571	1088617	"0,255,255"	7	chr19-chr19-11073	0.0	7.0	7.0	22624.5	149	81	0.13878149028004755	300.0	300.0	15.262857686250245	33.94479278876781	24.759839981804472
chr19	40662199	40663115	chr19	40908563	40909176	"0,255,255"	5	chr19-chr19-11074	0.0	5.0	5.0	246212.5	323	43	0.19235947008357518	300.0	300.0	10.02581136959398	245.41608046439057	23.787349326649547
chr19	12983645	12984290	chr19	13033266	13035384	"0,255,255"	8	chr19-chr19-11075	0.0	8.0	8.0	50357.5	123	134	0.17031784567949995	300.0	300.0	16.726916390650114	68.47950295430957	53.490455640553954
chr19	17205358	17205630	chr19	17282506	17283844	"0,255,255"	6	chr19-chr19-11076	0.0	6.0	6.0	77681.0	52	252	0.21921810913623835	300.0	300.0	12.556966761633346	26.389064770056493	182.75119780233405
chr19	16039056	16041989	chr19	16181406	16185267	"0,255,255"	10	chr19-chr19-11077	0.0	10.0	10.0	142814.0	221	507	0.08658158073529187	300.0	300.0	13.341934616659808	96.44444605650098	290.243531946045
chr19	43745302	43746867	chr19	43765700	43766690	"0,255,255"	5	chr19-chr19-11078	0.0	5.0	5.0	20110.5	229	148	0.11511453219482837	300.0	300.0	8.033368237928123	106.26710723609682	61.442259394163436
chr19	49391604	49393726	chr19	49430453	49432503	"0,255,255"	7	chr19-chr19-11079	0.0	7.0	7.0	38813.0	373	81	0.09869719119388808	300.0	300.0	12.448052432698747	265.51130825246054	24.484520817769685
chr19	49907074	49908123	chr19	49928198	49929057	"0,255,255"	5	chr19-chr19-11080	0.0	5.0	5.0	21029.0	52	44	0.15414970113091536	300.0	300.0	14.004656264320312	6.786872486443509	7.188355750031467
chr19	11242642	11243455	chr19	11293476	11293943	"0,255,255"	5	chr19-chr19-11081	0.0	5.0	5.0	50661.0	57	167	0.2297793982482707	300.0	300.0	10.829903383054344	19.881575257541286	71.67414045672088
chr19	49876905	49879137	chr19	49928498	49930216	"0,255,255"	7	chr19-chr19-11082	0.0	7.0	7.0	51336.0	104	113	0.1042442232052914	300.0	300.0	15.337636299805549	16.4238388496439	12.154754247875386
chr19	1601802	1607161	chr19	1672073	1672928	"0,255,255"	9	chr19-chr19-11083	0.0	9.0	9.0	68019.0	243	306	0.08519660984293782	300.0	300.0	13.24754584782269	54.42148515143225	182.28108247296962
chr19	41321389	41322187	chr19	41352603	41354040	"0,255,255"	5	chr19-chr19-11084	0.0	5.0	5.0	31533.5	33	135	0.1315962549251841	300.0	300.0	12.54125624181172	7.272148276576102	51.71873884390977
