loopId	chrA	startA	endA	chrB	startB	endB	distance
loopId5622	chr17	36087654	36092652	chr17	36127613	36132618	39962
loopId5623	chr17	35972970	35977964	chr17	36087654	36092652	114686
loopId5624	chr15	29257796	29267796	chr15	29307796	29317796	50000
loopId5625	chr15	29142797	29147797	chr15	29267796	29272796	124999
loopId5626	chr1	50604328	50614328	chr1	50704328	50714328	100000
loopId5627	chr15	101289795	101299795	chr15	101649797	101659797	360002
loopId5628	chr15	101084795	101089795	chr15	101259795	101264795	175000
loopId5629	chr15	100919795	100929795	chr15	101259795	101269795	340000
loopId5630	chr15	28034854	28044854	chr15	28094854	28104854	60000
loopId5631	chr15	27084853	27089853	chr15	27239853	27244853	155000
loopId5632	chr15	22773067	22783067	chr15	28844854	28854854	6071787
loopId5633	chr1	51189328	51194328	chr1	51284328	51289328	95000
loopId5634	chr21	29077679	29082679	chr21	29372680	29377680	295001
loopId5635	chr6	129668855	129678855	chr6	129718855	129728855	50000
loopId5636	chr6	130508855	130518855	chr6	130688855	130698855	180000
loopId5637	chr16	25048679	25053679	chr16	25123679	25128679	75000
loopId5638	chr16	25038679	25048679	chr16	27398679	27408679	2360000
loopId5639	chr21	29227679	29237679	chr21	29367679	29377680	140000
loopId5640	chr6	125778854	125783854	chr6	125953854	125958854	175000
loopId5641	chr6	125788854	125798854	chr6	125848854	125858854	60000
loopId5642	chr6	124873854	124878854	chr6	124973854	124978854	100000
loopId5643	chr6	124978854	124988854	chr6	125108854	125118854	130000
loopId5644	chr6	129593855	129598855	chr6	129748855	129753855	155000
loopId5645	chr6	129598855	129603855	chr6	129668855	129673855	70000
loopId5646	chr6	125888854	125898854	chr6	125948854	125958854	60000
loopId5647	chr16	23803679	23808679	chr16	24008679	24013679	205000
loopId5648	chr2	130157427	130162427	chr2	131512427	131517427	1355000
loopId5649	chr16	16196143	16206143	chr16	18588678	18598678	2392535
loopId5650	chr2	130177427	130182427	chr2	130337427	130342427	160000
loopId5651	chr2	131492427	131502427	chr2	131572427	131582427	80000
loopId5652	chr21	36502702	36507702	chr21	36537702	36542702	35000
loopId5653	chr21	36502702	36507702	chr21	36582702	36587702	80000
loopId5654	chr6	24854772	24859772	chr6	24934772	24939772	80000
loopId5655	chr6	24579772	24589772	chr6	24769772	24779772	190000
loopId5656	chr6	24059772	24064772	chr6	24199772	24204772	140000
loopId5657	chr21	36062702	36067702	chr21	36097702	36102702	35000
loopId5658	chr6	225000	230000	chr6	390000	395000	165000
loopId5659	chr21	36417702	36427702	chr21	36527702	36537702	110000
loopId5660	chr2	136052430	136057430	chr2	136372430	136377430	320000
loopId5661	chr6	21149769	21159769	chr6	21579769	21589769	430000
loopId5662	chr2	136132430	136137430	chr2	136322430	136327430	190000
loopId5663	chr6	21019769	21024769	chr6	21154769	21159769	135000
loopId5664	chr14	65423282	65433282	chr14	65493282	65503282	70000
loopId5665	chr1	26283509	26288509	chr1	26318509	26323509	35000
loopId5666	chr1	26283509	26293509	chr1	26413509	26423509	130000
loopId5667	chr11	59167527	59172527	chr11	59207527	59212527	40000
loopId5668	chr11	59167527	59172527	chr11	59282527	59287527	115000
loopId5669	chr12	64801220	64806220	chr12	64881220	64886220	80000
loopId5670	chr12	64826220	64836220	chr12	64876220	64886220	50000
loopId5671	chr12	64876220	64886220	chr12	65096220	65106220	220000
loopId5672	chr11	57757528	57762528	chr11	57792528	57797528	35000
loopId5673	chr1	158830210	158835210	chr1	159070210	159075210	240000
loopId5674	chr11	59162527	59172527	chr11	59422527	59432527	260000
loopId5675	chr12	6425834	6430834	chr12	6540834	6545834	115000
loopId5676	chr12	65156220	65166220	chr12	65226220	65236220	70000
loopId5677	chr13	48125864	48130864	chr13	48575864	48580864	450000
loopId5678	chr2	146732432	146742432	chr2	146922432	146932432	190000
loopId5679	chr13	48590864	48595864	chr13	48765864	48770864	175000
loopId5680	chr1	34459399	34464399	chr1	34529399	34534399	70000
loopId5681	chr2	149018486	149023486	chr2	149563486	149568486	545000
loopId5682	chr2	149018486	149023486	chr2	149313486	149318486	295000
loopId5683	chr2	147622432	147632432	chr2	147902431	147912431	279999
loopId5684	chr2	147177432	147182432	chr2	147227432	147232432	50000
loopId5685	chr7	150777912	150782912	chr7	150867912	150872912	90000
loopId5686	chr7	150777912	150782912	chr7	150817912	150822912	40000
loopId5687	chr22	39818995	39823995	chr22	39903996	39908996	85001
loopId5688	chr6	150328864	150338864	chr6	150808864	150818864	480000
loopId5689	chr2	23887130	23892130	chr2	23922130	23927130	35000
loopId5690	chr22	40518996	40523996	chr22	40643996	40648996	125000
loopId5691	chr3	39188509	39193509	chr3	39288509	39293509	100000
loopId5692	chr3	39188509	39193509	chr3	39378509	39383509	190000
loopId5693	chr3	278317	288317	chr3	4748316	4758316	4469999
loopId5694	chr3	32373508	32378508	chr3	32433508	32438508	60000
loopId5695	chr3	32433508	32438508	chr3	32468508	32473508	35000
loopId5696	chr3	32508508	32518508	chr3	32658508	32668508	150000
loopId5697	chr3	32948508	32953508	chr3	32988508	32993508	40000
loopId5698	chr3	32948508	32958508	chr3	33078508	33088508	130000
loopId5699	chr3	36873509	36878509	chr3	36908509	36913509	35000
loopId5700	chr3	37848509	37858509	chr3	37958509	37968509	110000
loopId5701	chr2	98648537	98653537	chr2	98833537	98838537	185000
loopId5702	chr2	98408537	98413537	chr2	98463537	98468537	55000
loopId5703	chr2	98833537	98838537	chr2	99063537	99068537	230000
loopId5704	chr2	98648537	98653537	chr2	99063537	99068537	415000
loopId5705	chr2	98873537	98878537	chr2	99028537	99033537	155000
loopId5706	chr2	98873537	98878537	chr2	98948537	98953537	75000
loopId5707	chr3	100461156	100466156	chr3	100586156	100591156	125000
loopId5708	chr3	958316	968316	chr3	1048316	1058316	90000
loopId5709	chr3	100641156	100646156	chr3	100711156	100716156	70000
loopId5710	chr3	100606156	100611156	chr3	100711156	100716156	105000
loopId5711	chr8	101987772	101992772	chr8	102127772	102132772	140000
loopId5712	chr8	101987772	101992772	chr8	102192772	102197772	205000
loopId5713	chr8	85217771	85222771	chr8	85282771	85287771	65000
loopId5714	chr8	86707772	86712772	chr8	86782772	86787772	75000
loopId5715	chr8	80537765	80547765	chr8	100467772	100477772	19930007
loopId5716	chr8	80997765	81002765	chr8	81102765	81107765	105000
loopId5717	chr8	80997765	81002765	chr8	81227765	81232765	230000
loopId5718	chr8	8342484	8347484	chr8	8382490	8387490	40006
loopId5719	chr8	81107765	81112765	chr8	81227765	81232765	120000
loopId5720	chr8	8492490	8497490	chr8	8617490	8622490	125000
loopId5721	chr8	84852765	84857765	chr8	85027765	85032765	175000
loopId5722	chr8	8742490	8752490	chr8	9002490	9012490	260000
loopId5723	chr5	111549302	111554302	chr5	112144303	112149303	595001
loopId5724	chr5	111224302	111229302	chr5	111259302	111264302	35000
loopId5725	chr5	107289299	107294299	chr5	107389299	107394299	100000
loopId5726	chr5	10449888	10454888	chr5	10684888	10689888	235000
loopId5727	chr5	107384299	107389299	chr5	107474299	107479299	90000
loopId5728	chr5	107289299	107294299	chr5	107474299	107479299	185000
loopId5729	chr5	107394299	107399299	chr5	107569299	107574299	175000
loopId5730	chr5	107384299	107389299	chr5	107669299	107674299	285000
loopId5731	chr5	111159302	111164302	chr5	111274302	111279302	115000
loopId5732	chr5	10984888	10989888	chr5	11034888	11039888	50000
loopId5733	chr12	24737066	24742066	chr12	24837066	24842066	100000
loopId5734	chr17	77323918	77328918	chr17	77438918	77443918	115000
loopId5735	chr17	77323918	77328918	chr17	77493918	77498918	170000
loopId5736	chr17	7631682	7636682	chr17	7686682	7691682	55000
loopId5737	chr17	77433918	77443918	chr17	77493918	77503918	60000
loopId5738	chr17	77083918	77088918	chr17	77243918	77248918	160000
loopId5739	chr17	77093918	77098918	chr17	77318918	77323918	225000
loopId5740	chr17	77143918	77148918	chr17	77183918	77188918	40000
loopId5741	chr17	77278918	77283918	chr17	77318918	77323918	40000
loopId5742	chr17	77438918	77443918	chr17	77473918	77478918	35000
loopId5743	chr17	78018919	78023919	chr17	78078919	78083919	60000
loopId5744	chr1	224512298	224517298	chr1	224847298	224852298	335000
loopId5745	chr9	113447720	113452720	chr9	113512720	113517720	65000
loopId5746	chr9	113447720	113452720	chr9	113652720	113657720	205000
loopId5747	chr9	113297720	113307720	chr9	113407720	113417720	110000
loopId5748	chr12	89956223	89966223	chr12	90096223	90106223	140000
loopId5749	chr9	114347720	114352720	chr9	114382720	114387720	35000
loopId5750	chr9	114397720	114407720	chr9	114647720	114657720	250000
loopId5751	chr9	113592720	113597720	chr9	113652720	113657720	60000
loopId5752	chr9	114337720	114342720	chr9	114502720	114507720	165000
loopId5753	chr9	114437720	114442720	chr9	114482720	114487720	45000
loopId5754	chr9	115027721	115037721	chr9	115207721	115217721	180000
loopId5755	chr17	8751682	8756682	chr17	8891683	8896683	140001
loopId5756	chr17	8836683	8846683	chr17	8886683	8896683	50000
loopId5757	chr17	8246682	8251682	chr17	8296682	8301682	50000
loopId5758	chr1	78009316	78014316	chr1	78109316	78114316	100000
loopId5759	chr17	8856683	8861683	chr17	8891683	8896683	35000
loopId5760	chr17	8916683	8926683	chr17	8976683	8986683	60000
loopId5761	chr17	8846683	8856683	chr17	8956683	8966683	110000
loopId5762	chr17	8851683	8856683	chr17	8976683	8981683	125000
loopId5763	chr1	78619315	78624315	chr1	78654315	78659315	35000
loopId5764	chr1	78619315	78624315	chr1	79039315	79044315	420000
loopId5765	chr1	182140865	182150865	chr1	182190865	182200865	50000
loopId5766	chr11	81868958	81878958	chr11	81948958	81958958	80000
loopId5767	chr1	182445865	182450865	chr1	182585865	182590865	140000
loopId5768	chr1	182145865	182150865	chr1	182395865	182400865	250000
loopId5769	chr1	181430864	181435864	chr1	181475864	181480864	45000
loopId5770	chr1	181185864	181190864	chr1	181425864	181430864	240000
loopId5771	chr1	181475864	181480864	chr1	181935865	181940865	460001
loopId5772	chr1	181475864	181480864	chr1	181675864	181680864	200000
loopId5773	chr11	8223453	8228453	chr11	8563453	8568453	340000
loopId5774	chr1	182445865	182450865	chr1	182785865	182790865	340000
loopId5775	chr10	132456496	132466496	chr10	132636496	132646496	180000
loopId5776	chr10	132456496	132466496	chr10	132566496	132576496	110000
loopId5777	chr10	132216496	132226496	chr10	132446496	132456496	230000
loopId5778	chr10	13158000	13163000	chr10	13298000	13303000	140000
loopId5779	chr10	124681431	124691431	chr10	124731431	124741431	50000
loopId5780	chr10	124536431	124541431	chr10	124736431	124741431	200000
loopId5781	chr10	124286431	124291431	chr10	124376431	124381431	90000
loopId5782	chr10	123990484	124000484	chr10	124381431	124391431	390947
loopId5783	chr19	50811743	50816744	chr19	50896744	50901744	85001
loopId5784	chr19	51161743	51166743	chr19	51256746	51261746	95003
loopId5785	chr19	50366743	50371743	chr19	50781743	50786743	415000
loopId5786	chr19	50526743	50536743	chr19	50786743	50796743	260000
loopId5787	chr19	52691747	52696747	chr19	52741747	52746747	50000
loopId5788	chr1	94854444	94864444	chr1	95034444	95044444	180000
loopId5789	chr10	13658000	13663000	chr10	13758000	13763000	100000
loopId5790	chr10	133316496	133326496	chr10	133386496	133396496	70000
loopId5791	chr1	220216658	220221658	chr1	220776658	220781658	560000
loopId5792	chr6	89370281	89375281	chr6	89410281	89415281	40000
loopId5793	chr1	21698507	21703507	chr1	21778507	21783507	80000
loopId5794	chr12	19757066	19762066	chr12	19892066	19897066	135000
loopId5795	chr1	220876658	220881658	chr1	221201658	221206658	325000
loopId5796	chr1	220866658	220876658	chr1	221436658	221446658	570000
loopId5797	chr1	220686658	220696658	chr1	220766658	220776658	80000
loopId5798	chr1	21743507	21748507	chr1	21778507	21783507	35000
loopId5799	chr1	221436658	221446658	chr1	221726658	221736658	290000
loopId5800	chr1	221046658	221051658	chr1	221201658	221206658	155000
loopId5801	chr4	109998844	110008844	chr4	110308844	110318844	310000
loopId5802	chr4	109428844	109438844	chr4	109808844	109818844	380000
loopId5803	chr4	10738376	10748376	chr4	11408376	11418376	670000
loopId5804	chr4	10728376	10733376	chr4	10953376	10958376	225000
loopId5805	chr4	1136212	1141212	chr4	1266212	1271212	130000
loopId5806	chr4	111943844	111948844	chr4	112033844	112038844	90000
loopId5807	chr4	110048844	110058844	chr4	110188844	110198844	140000
loopId5808	chr4	110003844	110008844	chr4	110513844	110518844	510000
loopId5809	chr4	112098844	112108844	chr4	112228844	112238844	130000
loopId5810	chr4	1136212	1146212	chr4	1346212	1356212	210000
loopId5811	chr20	50818463	50823463	chr20	50893463	50898463	75000
loopId5812	chr20	51483463	51488463	chr20	51523461	51528461	39998
loopId5813	chr20	49618463	49623463	chr20	49698463	49703463	80000
loopId5814	chr20	49668463	49673463	chr20	49703463	49708463	35000
loopId5815	chr20	49128463	49133463	chr20	49213463	49218463	85000
loopId5816	chr20	49618463	49623463	chr20	49673463	49678463	55000
loopId5817	chr20	50473463	50483463	chr20	50573463	50583463	100000
loopId5818	chr20	50513463	50523463	chr20	50563463	50573463	50000
loopId5819	chr20	49978463	49983463	chr20	50068463	50073463	90000
loopId5820	chr20	50188463	50193463	chr20	50458463	50463463	270000
loopId5821	chr8	125147758	125152758	chr8	125282758	125287758	135000
loopId5822	chr8	125147758	125152758	chr8	125217758	125222758	70000
loopId5823	chr8	125117758	125127758	chr8	125247758	125257758	130000
loopId5824	chr8	125117758	125127758	chr8	125217758	125227758	100000
loopId5825	chr8	125217758	125222758	chr8	125697756	125702756	479998
loopId5826	chr8	125217758	125222758	chr8	125642756	125647756	424998
loopId5827	chr8	125217758	125222758	chr8	125427758	125432758	210000
loopId5828	chr8	125217758	125222758	chr8	125282758	125287758	65000
loopId5829	chr8	125287758	125292758	chr8	125642756	125647756	354998
loopId5830	chr6	3204766	3209766	chr6	3249766	3254766	45000
loopId5831	chr2	212775276	212780276	chr2	213150276	213155276	375000
loopId5832	chr5	137659311	137664311	chr5	137734311	137739311	75000
loopId5833	chr2	212725276	212730276	chr2	213015276	213020276	290000
loopId5834	chr2	213015276	213020276	chr2	213230276	213235276	215000
loopId5835	chr1	204710872	204720872	chr1	204760872	204770872	50000
loopId5836	chr1	205590872	205595872	chr1	205630872	205635872	40000
loopId5837	chr1	205395872	205400872	chr1	205480872	205485872	85000
loopId5838	chr2	212685276	212695276	chr2	213145276	213155276	460000
loopId5839	chr2	212685276	212690276	chr2	213230276	213235276	545000
loopId5840	chr18	76998044	77003044	chr18	77053044	77058044	55000
loopId5841	chr18	76998044	77003044	chr18	77123044	77128044	125000
loopId5842	chr18	740000	745000	chr18	809999	814999	69999
loopId5843	chr18	76493044	76498043	chr18	76823044	76828044	330001
loopId5844	chr18	74678044	74683044	chr18	74803044	74808044	125000
loopId5845	chr18	74678044	74683044	chr18	74868044	74873044	190000
loopId5846	chr17	1576706	1581706	chr17	1626706	1631706	50000
loopId5847	chr1	86379317	86384317	chr1	86499317	86504317	120000
loopId5848	chr17	14436683	14446683	chr17	75293919	75303919	60857236
loopId5849	chr15	75697659	75707659	chr15	77887658	77897658	2189999
loopId5850	chr5	135889311	135894311	chr5	136079311	136084311	190000
loopId5851	chr17	13526683	13531683	chr17	13566683	13571683	40000
loopId5852	chr17	13516683	13526683	chr17	16966686	16976686	3450003
loopId5853	chr17	15826686	15831686	chr17	15956686	15961686	130000
loopId5854	chr17	15696686	15706686	chr17	18676687	18686687	2980001
loopId5855	chr5	171907996	171912996	chr5	171997996	172002996	90000
loopId5856	chr17	15556686	15566686	chr17	18776687	18786687	3220001
loopId5857	chr6	31787223	31792223	chr6	31822223	31827223	35000
loopId5858	chr5	172312996	172317996	chr5	172367996	172372996	55000
loopId5859	chr6	31732223	31737223	chr6	31822223	31827223	90000
loopId5860	chr17	31532982	31542981	chr17	31842981	31852981	310000
loopId5861	chr17	31442982	31447982	chr17	31507982	31512982	65000
loopId5862	chr17	31007982	31012982	chr17	31212982	31217982	205000
loopId5863	chr17	30652982	30662982	chr17	32062981	32072981	1409999
loopId5864	chr17	30652982	30662982	chr17	30702982	30712982	50000
loopId5865	chr17	30472982	30482982	chr17	30712982	30722982	240000
loopId5866	chr17	30337982	30342982	chr17	30372982	30377982	35000
loopId5867	chr17	30287982	30292982	chr17	30327982	30332982	40000
loopId5868	chr17	30122982	30127982	chr17	30232982	30237982	110000
loopId5869	chr17	30027982	30032982	chr17	30092982	30097982	65000
loopId5870	chr6	31492223	31497223	chr6	31537223	31542223	45000
loopId5871	chr1	53289328	53294328	chr1	53389328	53394328	100000
loopId5872	chr15	35077799	35087799	chr15	35437799	35447799	360000
loopId5873	chr15	38472799	38477799	chr15	38687799	38692799	215000
loopId5874	chr15	38002799	38007799	chr15	38352799	38357799	350000
loopId5875	chr15	38557799	38562799	chr15	38687799	38692799	130000
loopId5876	chr2	64327866	64332866	chr2	64482866	64487866	155000
loopId5877	chr15	39692799	39697799	chr15	39772799	39777799	80000
loopId5878	chr15	38627799	38632799	chr15	38667799	38672799	40000
loopId5879	chr2	64097866	64102866	chr2	64322866	64327866	225000
loopId5880	chr2	64142866	64147866	chr2	64212866	64217866	70000
loopId5881	chr2	64142866	64147866	chr2	64322866	64327866	180000
loopId5882	chr2	64212866	64217866	chr2	64322866	64327866	110000
loopId5883	chr2	62732865	62737865	chr2	62772865	62777865	40000
loopId5884	chr2	64047866	64052866	chr2	64212866	64217866	165000
loopId5885	chr2	64047866	64052866	chr2	64322866	64327866	275000
loopId5886	chr2	64047866	64052866	chr2	64482866	64487866	435000
loopId5887	chr5	157857992	157862992	chr5	157917992	157922992	60000
loopId5888	chr5	158692992	158697992	chr5	158917992	158922992	225000
loopId5889	chr5	157817992	157822992	chr5	157917992	157922992	100000
loopId5890	chr5	157817992	157822992	chr5	157947992	157952992	130000
loopId5891	chr5	157427992	157432992	chr5	157472992	157477992	45000
loopId5892	chr5	157667992	157672992	chr5	157742992	157747992	75000
loopId5893	chr6	119143835	119148835	chr6	119343835	119348835	200000
loopId5894	chr6	119343835	119348835	chr6	119733862	119738854	390023
loopId5895	chr6	119458835	119468835	chr6	119658843	119668843	200008
loopId5896	chr6	119458835	119468835	chr6	119718846	119728862	260019
loopId5897	chr5	158692992	158697992	chr5	159097992	159102992	405000
loopId5898	chr5	158692992	158702992	chr5	158872992	158882992	180000
loopId5899	chr16	11256143	11261143	chr16	11351143	11356143	95000
loopId5900	chr16	11256143	11261143	chr16	11296143	11301143	40000
loopId5901	chr16	10961143	10966143	chr16	11251143	11256143	290000
loopId5902	chr16	10961143	10966143	chr16	11201143	11206143	240000
loopId5903	chr16	10811143	10816143	chr16	10916143	10921143	105000
loopId5904	chr16	10811143	10816143	chr16	10876143	10881143	65000
loopId5905	chr16	11206143	11211143	chr16	11251143	11256143	45000
loopId5906	chr16	11101143	11106143	chr16	11251143	11256143	150000
loopId5907	chr16	10961143	10966143	chr16	11361143	11366143	400000
loopId5908	chr16	10961143	10966143	chr16	11296143	11301143	335000
loopId5909	chr6	167206512	167216512	chr6	167306512	167316512	100000
loopId5910	chr6	167086512	167096512	chr6	167136512	167146512	50000
loopId5911	chr6	17699769	17709769	chr6	18149769	18159769	450000
loopId5912	chr6	17699769	17709769	chr6	17799769	17809769	100000
loopId5913	chr6	166276512	166281512	chr6	166326512	166331512	50000
loopId5914	chr6	166271512	166276512	chr6	166381512	166386512	110000
loopId5915	chr6	166996512	167006512	chr6	167086512	167096512	90000
loopId5916	chr6	166776512	166786512	chr6	167146512	167156512	370000
loopId5917	chr6	185000	190000	chr6	225000	230000	40000
loopId5918	chr6	18324769	18329769	chr6	18499769	18504769	175000
loopId5919	chr14	61883282	61893282	chr14	62123282	62133282	240000
loopId5920	chr6	31492223	31497223	chr6	31597223	31602223	105000
loopId5921	chr10	101835243	101840243	chr10	102000243	102005243	165000
loopId5922	chr12	102946222	102951222	chr12	103501222	103506222	555000
loopId5923	chr12	102946222	102951222	chr12	103546222	103551222	600000
loopId5924	chr12	102946222	102956222	chr12	103276222	103286222	330000
loopId5925	chr12	102951222	102956222	chr12	103101222	103106222	150000
loopId5926	chr12	102951222	102956222	chr12	103441222	103446222	490000
loopId5927	chr12	103101222	103106222	chr12	103181222	103186222	80000
loopId5928	chr12	103101222	103106222	chr12	103501222	103506222	400000
loopId5929	chr12	103106222	103116222	chr12	103276222	103286222	170000
loopId5930	chr12	103106222	103116222	chr12	103546222	103556222	440000
loopId5931	chr12	103181222	103186222	chr12	103501222	103506222	320000
loopId5932	chr14	75573657	75578657	chr14	75648657	75653657	75000
loopId5933	chr14	75708657	75713657	chr14	75983657	75988657	275000
loopId5934	chr1	46924328	46934328	chr1	47144328	47154328	220000
loopId5935	chr14	73503296	73508296	chr14	73633296	73638297	130000
loopId5936	chr14	73508296	73513296	chr14	73568296	73573296	60000
loopId5937	chr14	73753297	73758297	chr14	73823297	73828297	70000
loopId5938	chr14	73783297	73788297	chr14	73823297	73828297	40000
loopId5939	chr14	75123297	75128297	chr14	75293297	75298297	170000
loopId5940	chr14	75303297	75308297	chr14	75488657	75493657	185360
loopId5941	chr14	75488657	75493657	chr14	75558657	75563657	70000
loopId5942	chr11	65222529	65227529	chr11	65312529	65317529	90000
loopId5943	chr11	65422529	65432529	chr11	134700106	134710106	69277577
loopId5944	chr11	64842528	64847528	chr11	65012528	65017528	170000
loopId5945	chr11	64842528	64852528	chr11	65112528	65122528	270000
loopId5946	chr11	64847528	64852528	chr11	64892528	64897528	45000
loopId5947	chr11	65012528	65017528	chr11	65082528	65087528	70000
loopId5948	chr11	63567528	63572528	chr11	63627528	63632528	60000
loopId5949	chr11	64202528	64212528	chr11	64292528	64302528	90000
loopId5950	chr11	64237528	64242528	chr11	64297528	64302528	60000
loopId5951	chr1	16078505	16083505	chr1	16183505	16188505	105000
loopId5952	chr17	5196705	5201705	chr17	5231705	5236705	35000
loopId5953	chr17	51002639	51007639	chr17	51052639	51057639	50000
loopId5954	chr17	55417639	55422639	chr17	55512639	55517639	95000
loopId5955	chr17	54482639	54492639	chr17	55432639	55442639	950000
loopId5956	chr17	56817639	56822639	chr17	56937639	56942639	120000
loopId5957	chr15	64727801	64732801	chr15	64892801	64897801	165000
loopId5958	chr17	5581680	5586680	chr17	6421680	6426680	840000
loopId5959	chr17	57252639	57257639	chr17	57357639	57362639	105000
loopId5960	chr17	57242639	57252639	chr17	57462639	57472639	220000
loopId5961	chr13	77335865	77340865	chr13	77560865	77565865	225000
loopId5962	chr13	77485865	77495865	chr13	77745865	77755865	260000
loopId5963	chr13	77505865	77515865	chr13	77555865	77565865	50000
loopId5964	chr13	77590865	77595865	chr13	77745865	77750865	155000
loopId5965	chr12	56746216	56756216	chr12	57106217	57116217	360001
loopId5966	chr13	77285865	77295865	chr13	77475865	77485865	190000
loopId5967	chr13	77325865	77330865	chr13	77475865	77480865	150000
loopId5968	chr13	77335865	77340865	chr13	77425865	77430865	90000
loopId5969	chr13	77695865	77705865	chr13	77745865	77755865	50000
loopId5970	chr13	77775865	77785865	chr13	78115865	78125865	340000
loopId5971	chr1	25438509	25443509	chr1	25473509	25478509	35000
loopId5972	chr12	57261217	57266217	chr12	57451217	57456217	190000
loopId5973	chr3	27718509	27723509	chr3	27923509	27928509	205000
loopId5974	chr3	27718509	27723509	chr3	28008509	28013509	290000
loopId5975	chr3	27308509	27318509	chr3	27678509	27688509	370000
loopId5976	chr3	27713509	27718509	chr3	28133509	28138509	420000
loopId5977	chr3	21328508	21333508	chr3	21448508	21453508	120000
loopId5978	chr3	208317	218317	chr3	348317	358317	140000
loopId5979	chr3	197753129	197758129	chr3	197788129	197793129	35000
loopId5980	chr3	19943508	19948508	chr3	20183508	20188508	240000
loopId5981	chr3	27718509	27723509	chr3	28213509	28218509	495000
loopId5982	chr3	27718509	27723509	chr3	28323509	28328509	605000
loopId5983	chr2	150483486	150493486	chr2	150603486	150613486	120000
loopId5984	chr2	152028486	152033486	chr2	152168486	152173486	140000
loopId5985	chr8	76527765	76532765	chr8	76577765	76582765	50000
loopId5986	chr8	76597765	76602765	chr8	76667765	76672765	70000
loopId5987	chr8	75402765	75407765	chr8	75482765	75487765	80000
loopId5988	chr8	75402765	75407765	chr8	75557765	75562765	155000
loopId5989	chr15	64837801	64847801	chr15	64887801	64897801	50000
loopId5990	chr8	75312765	75317765	chr8	75367765	75372765	55000
loopId5991	chr8	71827765	71832765	chr8	72152765	72157765	325000
loopId5992	chr8	73007765	73017765	chr8	73167765	73177765	160000
loopId5993	chr8	78512765	78517765	chr8	78607765	78612765	95000
loopId5994	chr8	78722765	78727765	chr8	78802765	78807765	80000
loopId5995	chr9	110807720	110817720	chr9	111297720	111307720	490000
loopId5996	chr9	111032720	111037720	chr9	111297720	111302720	265000
loopId5997	chr9	109972720	109977720	chr9	110142720	110147720	170000
loopId5998	chr9	110052720	110057720	chr9	110142720	110147720	90000
loopId5999	chr9	110247720	110257720	chr9	110617720	110627720	370000
loopId6000	chr9	110247720	110257720	chr9	110807720	110817720	560000
loopId6001	chr9	110447720	110457720	chr9	110617720	110627720	170000
loopId6002	chr9	110637720	110642720	chr9	111032720	111037720	395000
loopId6003	chr9	110637720	110642720	chr9	111297720	111302720	660000
loopId6004	chr9	110637720	110647720	chr9	110807720	110817720	170000
loopId6005	chr18	11050001	11060001	chr18	11140001	11150001	90000
loopId6006	chr18	12830001	12840001	chr18	12880001	12890001	50000
loopId6007	chr18	10785002	10790002	chr18	11145001	11150001	359999
loopId6008	chr18	10790002	10800002	chr18	10950002	10960002	160000
loopId6009	chr18	10850002	10855002	chr18	10950002	10955002	100000
loopId6010	chr18	10850002	10855002	chr18	11040001	11045001	189999
loopId6011	chr18	10850002	10855002	chr18	11150001	11155001	299999
loopId6012	chr18	10870002	10880002	chr18	10920002	10930002	50000
loopId6013	chr18	10950002	10955002	chr18	11040001	11045001	89999
loopId6014	chr18	10950002	10955002	chr18	11145001	11150001	194999
loopId6015	chr22	33564014	33574014	chr22	35124007	35134007	1559993
loopId6016	chr2	233075290	233085290	chr2	233251354	233261354	176064
loopId6017	chr22	33514014	33524014	chr22	33894012	33904012	379998
loopId6018	chr22	33469014	33474014	chr22	35124007	35129007	1654993
loopId6019	chr22	33469014	33474014	chr22	33564014	33569014	95000
loopId6020	chr22	33319014	33324014	chr22	33469014	33474014	150000
loopId6021	chr22	33299014	33304014	chr22	33564014	33569014	265000
loopId6022	chr22	33299014	33304014	chr22	33514014	33519014	215000
loopId6023	chr22	34404010	34414010	chr22	35144007	35154007	739997
loopId6024	chr22	33789013	33794013	chr22	33894012	33899012	104999
loopId6025	chr19	39789360	39794360	chr19	39844360	39849360	55000
loopId6026	chr19	4060002	4065002	chr19	4140003	4145003	80001
loopId6027	chr19	40134093	40144093	chr19	40284093	40294093	150000
loopId6028	chr19	40144093	40149093	chr19	40219093	40224093	75000
loopId6029	chr1	93624443	93634444	chr1	93804444	93814444	180001
loopId6030	chr1	170060859	170070859	chr1	170530859	170540859	470000
loopId6031	chr19	40659095	40664095	chr19	40819095	40824095	160000
loopId6032	chr19	40749095	40754095	chr19	40804095	40809095	55000
loopId6033	chr19	40814095	40824095	chr19	41124095	41134095	310000
loopId6034	chr1	169580762	169585762	chr1	169790859	169795859	210097
loopId6035	chr1	16603505	16613505	chr1	21443507	21453507	4840002
loopId6036	chr11	69252533	69262533	chr11	69635232	69645232	382699
loopId6037	chr11	69102532	69112532	chr11	69635232	69645232	532700
loopId6038	chr1	168540762	168545762	chr1	168575762	168580762	35000
loopId6039	chr1	168470762	168475762	chr1	168505762	168510762	35000
loopId6040	chr6	6059767	6064767	chr6	6329767	6334767	270000
loopId6041	chr6	6219767	6229767	chr6	6539767	6549767	320000
loopId6042	chr6	56765202	56770202	chr6	56840202	56845202	75000
loopId6043	chr6	56895202	56905202	chr6	57165202	57175202	270000
loopId6044	chr6	56900202	56905202	chr6	57315202	57320202	415000
